Q2,GEn_over_GD,dGEn_over_GD,dGEnPar_over_GD,dGEn_total
0.0012882,0.0006379376,1.283028e-05,1.255222e-05,1.794921479638594e-05
0.0013032,0.0006452999,1.299887e-05,1.27257e-05,1.8191043449096042e-05
0.0013183,0.0006527469,1.317012e-05,1.290179e-05,1.8436600717553657e-05
0.0013335,0.0006602795,1.334407e-05,1.308049e-05,1.868591509145324e-05
0.001349,0.0006678988,1.352077e-05,1.326184e-05,1.8939050176249602e-05
0.0013646,0.0006756057,1.370029e-05,1.344584e-05,1.9196055828989974e-05
0.0013804,0.0006834012,1.388268e-05,1.363253e-05,1.94569956104045e-05
0.0013964,0.0006912863,1.406799e-05,1.382193e-05,1.972191906395014e-05
0.0014125,0.0006992621,1.42563e-05,1.401408e-05,1.9990911133222516e-05
0.0014289,0.0007073296,1.444765e-05,1.420901e-05,2.0264021212548117e-05
0.0014454,0.0007154898,1.464211e-05,1.440678e-05,2.0541341125167558e-05
0.0014622,0.0007237438,1.483976e-05,1.460744e-05,2.082296281058966e-05
0.0014791,0.0007320927,1.504064e-05,1.481102e-05,2.110893566833724e-05
0.0014962,0.0007405375,1.524483e-05,1.50176e-05,2.1399372689144417e-05
0.0015136,0.0007490794,1.54524e-05,1.522723e-05,2.1694358696050455e-05
0.0015311,0.0007577193,1.566343e-05,1.543997e-05,2.1993992656309586e-05
0.0015488,0.0007664586,1.587797e-05,1.565591e-05,2.229837324221209e-05
0.0015668,0.0007752983,1.609611e-05,1.587511e-05,2.2607606566025518e-05
0.0015849,0.0007842395,1.631792e-05,1.609764e-05,2.292179152457329e-05
0.0016032,0.0007932834,1.654348e-05,1.63236e-05,2.324105521421951e-05
0.0016218,0.0008024311,1.677287e-05,1.655306e-05,2.356550367381313e-05
0.0016406,0.0008116839,1.700617e-05,1.678612e-05,2.389526402288328e-05
0.0016596,0.000821043,1.724346e-05,1.702287e-05,2.4230456368143376e-05
0.0016788,0.0008305095,1.748483e-05,1.72634e-05,2.4571207941183927e-05
0.0016982,0.0008400847,1.773037e-05,1.750782e-05,2.4917660032380647e-05
0.0017179,0.0008497698,1.798017e-05,1.775622e-05,2.526993988748885e-05
0.0017378,0.0008595661,1.823431e-05,1.800873e-05,2.562819574977919e-05
0.0017579,0.0008694748,1.849289e-05,1.826544e-05,2.599256199272592e-05
0.0017783,0.0008794973,1.875601e-05,1.852648e-05,2.6363201101355276e-05
0.0017989,0.0008896347,1.902377e-05,1.879196e-05,2.6740261510585493e-05
0.0018197,0.0008998884,1.929626e-05,1.9062e-05,2.712389157159422e-05
0.0018408,0.0009102598,1.95736e-05,1.933673e-05,2.751426800866961e-05
0.0018621,0.0009207502,1.985587e-05,1.961628e-05,2.791153909219805e-05
0.0018836,0.0009313609,2.01432e-05,1.990078e-05,2.831588866428882e-05
0.0019055,0.0009420932,2.043569e-05,2.019036e-05,2.8727479226442754e-05
0.0019275,0.0009529487,2.073346e-05,2.048516e-05,2.914649453703138e-05
0.0019498,0.0009639286,2.103662e-05,2.078532e-05,2.9573111241917038e-05
0.0019724,0.0009750344,2.134529e-05,2.109099e-05,3.0007520130197365e-05
0.0019953,0.0009862675,2.165958e-05,2.140232e-05,3.0449904879306277e-05
0.0020184,0.0009976294,2.197963e-05,2.171946e-05,3.090047050820586e-05
0.0020417,0.001009121,2.230557e-05,2.204255e-05,3.1359407895038454e-05
0.0020654,0.001020745,2.263751e-05,2.237177e-05,3.182692181052073e-05
0.0020893,0.001032502,2.297559e-05,2.270727e-05,3.230321728096135e-05
0.0021135,0.001044394,2.331995e-05,2.30492e-05,3.278849933501837e-05
0.002138,0.001056422,2.367073e-05,2.339776e-05,3.328300815356839e-05
0.0021627,0.001068588,2.402807e-05,2.375309e-05,3.378694174489606e-05
0.0021878,0.001080893,2.439211e-05,2.411538e-05,3.4300533272771434e-05
0.0022131,0.001093338,2.476301e-05,2.448479e-05,3.4824009039801836e-05
0.0022387,0.001105927,2.51409e-05,2.486153e-05,3.535760917752924e-05
0.0022646,0.001118659,2.552596e-05,2.524575e-05,3.590156719398333e-05
0.0022909,0.001131538,2.591833e-05,2.563766e-05,3.645613035230838e-05
0.0023174,0.001144563,2.631818e-05,2.603744e-05,3.702154616255242e-05
0.0023442,0.001157738,2.672568e-05,2.644528e-05,3.759806917570103e-05
0.0023714,0.001171064,2.714099e-05,2.686138e-05,3.818595387946332e-05
0.0023988,0.001184542,2.756429e-05,2.728594e-05,3.878546899146251e-05
0.0024266,0.001198174,2.799575e-05,2.771916e-05,3.939687613463915e-05
0.0024547,0.001211962,2.843556e-05,2.816125e-05,4.002045819422986e-05
0.0024831,0.001225908,2.88839e-05,2.861242e-05,4.0656490963515284e-05
0.0025119,0.001240013,2.934096e-05,2.907288e-05,4.1305257355644206e-05
0.002541,0.00125428,2.980693e-05,2.954284e-05,4.1967040297005695e-05
0.0025704,0.001268709,3.028201e-05,3.002254e-05,4.264215095057589e-05
0.0026002,0.001283304,3.07664e-05,3.051218e-05,4.333087233500382e-05
0.0026303,0.001298065,3.126031e-05,3.101199e-05,4.403351570174927e-05
0.0026607,0.001312995,3.176395e-05,3.152221e-05,4.4750399360079454e-05
0.0026915,0.001328096,3.227753e-05,3.204307e-05,4.548183459278881e-05
0.0027227,0.001343369,3.280127e-05,3.257481e-05,4.622814683879292e-05
0.0027542,0.001358816,3.333539e-05,3.311766e-05,4.6989654503174416e-05
0.0027861,0.00137444,3.388013e-05,3.367188e-05,4.776671133280268e-05
0.0028184,0.001390243,3.443572e-05,3.42377e-05,4.855964284473682e-05
0.002851,0.001406225,3.50024e-05,3.481539e-05,4.936880985614399e-05
0.002884,0.001422391,3.558041e-05,3.540519e-05,5.019455204207126e-05
0.0029174,0.00143874,3.617e-05,3.600737e-05,5.103723733037379e-05
0.0029512,0.001455276,3.677142e-05,3.662219e-05,5.1897226604246396e-05
0.0029854,0.001472001,3.738493e-05,3.724991e-05,5.2774887836100604e-05
0.00302,0.001488917,3.801081e-05,3.789081e-05,5.367061728089402e-05
0.0030549,0.001506026,3.864931e-05,3.854517e-05,5.4584789949261506e-05
0.0030903,0.001523329,3.930072e-05,3.921326e-05,5.551780212099539e-05
0.0031261,0.00154083,3.996531e-05,3.989536e-05,5.6470042969044216e-05
0.0031623,0.001558531,4.064338e-05,4.059177e-05,5.74419370282488e-05
0.0031989,0.001576433,4.133521e-05,4.130277e-05,5.843388054388481e-05
0.0032359,0.001594539,4.204111e-05,4.202866e-05,5.9446305111652645e-05
0.0032734,0.001612852,4.276137e-05,4.276973e-05,6.047962110124203e-05
0.0033113,0.001631373,4.349632e-05,4.352631e-05,6.153429544374827e-05
0.0033497,0.001650105,4.424627e-05,4.429868e-05,6.261074555262299e-05
0.0033884,0.00166905,4.501154e-05,4.508717e-05,6.370943126241592e-05
0.0034277,0.001688211,4.579247e-05,4.58921e-05,6.483081945426034e-05
0.0034674,0.00170759,4.658938e-05,4.671378e-05,6.597535578284363e-05
0.0035075,0.00172719,4.740263e-05,4.755254e-05,6.714352829103115e-05
0.0035481,0.001747013,4.823257e-05,4.840872e-05,6.833582501765307e-05
0.0035892,0.001767061,4.907954e-05,4.928265e-05,6.955271984354098e-05
0.0036308,0.001787337,4.994392e-05,5.017467e-05,7.079472194009451e-05
0.0036728,0.001807844,5.082608e-05,5.108513e-05,7.206234047880558e-05
0.0037154,0.001828584,5.17264e-05,5.201439e-05,7.335609875144737e-05
0.0037584,0.00184956,5.264526e-05,5.296279e-05,7.46765058438844e-05
0.0038019,0.001870774,5.358305e-05,5.39307e-05,7.602409913831601e-05
0.0038459,0.001892229,5.454018e-05,5.491849e-05,7.739943009035983e-05
0.0038905,0.001913928,5.551706e-05,5.592652e-05,7.88030430272461e-05
0.0039355,0.001935874,5.65141e-05,5.695518e-05,8.023550353579393e-05
0.0039811,0.001958068,5.753173e-05,5.800486e-05,8.169739127054487e-05
0.0040272,0.001980515,5.857037e-05,5.907593e-05,8.318926461570507e-05
0.0040738,0.002003216,5.963048e-05,6.01688e-05,8.471173849278741e-05
0.004121,0.002026175,6.071249e-05,6.128387e-05,8.626539957698566e-05
0.0041687,0.002049395,6.181688e-05,6.242155e-05,8.785087681598232e-05
0.004217,0.002072878,6.294409e-05,6.358224e-05,8.946876387514081e-05
0.0042658,0.002096627,6.409461e-05,6.476637e-05,9.111971089741779e-05
0.0043152,0.002120645,6.526893e-05,6.597436e-05,9.280436089298013e-05
0.0043652,0.002144936,6.646753e-05,6.720665e-05,9.45233640351601e-05
0.0044157,0.002169502,6.769091e-05,6.846368e-05,9.62773845499061e-05
0.0044668,0.002194346,6.89396e-05,6.974589e-05,9.806710773777363e-05
0.0045186,0.002219472,7.021409e-05,7.105373e-05,9.989319787373412e-05
0.0045709,0.002244882,7.151494e-05,7.238768e-05,0.0001017563897698125
0.0046238,0.00227058,7.284267e-05,7.374819e-05,0.00010365736877330526
0.0046774,0.002296569,7.419783e-05,7.513574e-05,0.00010559686265252629
0.0047315,0.002322852,7.558099e-05,7.655081e-05,0.0001075756132264009
0.0047863,0.002349432,7.699271e-05,7.79939e-05,0.00010959436951939685
0.0048417,0.002376313,7.843357e-05,7.946551e-05,0.00011165389461413784
0.0048978,0.002403498,7.990416e-05,8.096613e-05,0.00011375495150753878
0.0049545,0.002430991,8.140508e-05,8.24963e-05,0.00011589834581863712
0.0050119,0.002458794,8.293694e-05,8.405652e-05,0.00011808486173542315
0.0050699,0.002486911,8.450037e-05,8.564735e-05,0.00012031534021960542
0.0051286,0.002515345,8.609598e-05,8.726931e-05,0.0001225905797361139
0.005188,0.002544101,8.772443e-05,8.892296e-05,0.00012491144236612792
0.0052481,0.002573182,8.938638e-05,9.060886e-05,0.0001272787902205391
0.0053088,0.00260259,9.108247e-05,9.232758e-05,0.000129693478517454
0.0053703,0.002632331,9.28134e-05,9.40797e-05,0.0001321564117689717
0.0054325,0.002662407,9.457985e-05,9.586582e-05,0.00013466849472053549
0.0054954,0.002692822,9.638252e-05,9.768653e-05,0.00013723063908978672
0.005559,0.00272358,9.822212e-05,9.954245e-05,0.00013984378502206275
0.0056234,0.002754685,0.0001000994,0.0001014342,0.0001425089008097389
0.0056885,0.00278614,0.000102015,0.0001033624,0.0001452268775356683
0.0057544,0.00281795,0.0001039698,0.0001053277,0.00014799879627662516
0.005821,0.002850118,0.0001059645,0.0001073308,0.00015082564731798767
0.0058884,0.002882648,0.0001079999,0.0001093724,0.000153708491248109
0.0059566,0.002915544,0.0001100767,0.000111453,0.00015664817615245317
0.0060256,0.00294881,0.0001121957,0.0001135735,0.0001596459050547179
0.0060954,0.00298245,0.0001143579,0.0001157345,0.0001627028081584949
0.006166,0.003016469,0.0001165639,0.0001179367,0.00016581980578356736
0.0062373,0.00305087,0.0001188147,0.0001201809,0.00016899817058447703
0.0063096,0.003085657,0.000121111,0.0001224678,0.0001722388932786088
0.0063826,0.003120836,0.0001234538,0.0001247982,0.0001755432466877607
0.0064565,0.003156409,0.0001258439,0.0001271729,0.00017891236307650737
0.0065313,0.003192382,0.0001282823,0.0001295927,0.00018234751543846165
0.0066069,0.003228758,0.0001307697,0.0001320583,0.00018584969474545821
0.0066834,0.003265542,0.0001333072,0.0001345706,0.0001894203155846806
0.0067608,0.003302739,0.0001358957,0.0001371304,0.00019306058086168186
0.0068391,0.003340353,0.0001385361,0.0001397386,0.00019677176457299456
0.0069183,0.003378389,0.0001412294,0.000142396,0.0002005551401494362
0.0069984,0.00341685,0.0001439766,0.0001451036,0.00020441212312512192
0.0070795,0.003455743,0.0001467786,0.0001478622,0.00020834391665417064
0.0071614,0.003495071,0.0001496365,0.0001506728,0.00021235200680024194
0.0072444,0.003534839,0.0001525512,0.0001535363,0.00021643766779174553
0.0073282,0.003575051,0.0001555239,0.0001564537,0.00022060245627576316
0.0074131,0.003615714,0.0001585556,0.0001594259,0.00022484771709352532
0.0074989,0.003656831,0.0001616473,0.0001624539,0.00022917486603574137
0.0075858,0.003698408,0.0001648001,0.0001655388,0.00023358546030403945
0.0076736,0.003740449,0.0001680152,0.0001686816,0.0002380810568054502
0.0077625,0.003782959,0.0001712936,0.0001718834,0.00024266314222914036
0.0078524,0.003825944,0.0001746364,0.0001751451,0.00024733313214967784
0.0079433,0.003869409,0.0001780449,0.000178468,0.0002520928666979889
0.0080353,0.003913358,0.0001815201,0.0001818531,0.0002569437617137649
0.0081283,0.003957798,0.0001850632,0.0001853016,0.0002618875158475486
0.0082224,0.004002733,0.0001886755,0.0001888147,0.00026692589839942473
0.0083176,0.004048168,0.0001923582,0.0001923934,0.00027206046657094444
0.008414,0.004094109,0.0001961124,0.0001960391,0.0002772929897465315
0.0085114,0.004140562,0.0001999393,0.000199753,0.00028262516641921684
0.0086099,0.004187532,0.0002038404,0.0002035362,0.00028805883666813625
0.0087096,0.004235024,0.0002078168,0.0002073902,0.00029359584026051867
0.0088105,0.004283044,0.0002118698,0.0002113161,0.0002992378757297445
0.0089125,0.004331597,0.0002160007,0.0002153154,0.0003049869241092968
0.0090157,0.00438069,0.0002202108,0.0002193893,0.0003108447544854666
0.0091201,0.004430329,0.0002245015,0.0002235392,0.0003168133479493722
0.0092257,0.004480518,0.0002288742,0.0002277666,0.000322894756075722
0.0093325,0.004531264,0.0002333301,0.0002320728,0.00032909074746314274
0.0094406,0.004582572,0.0002378707,0.0002364593,0.00033540344433976823
0.0095499,0.00463445,0.0002424974,0.0002409276,0.00034183489793834684
0.0096605,0.004686902,0.0002472115,0.0002454792,0.00034838708840152213
0.0097724,0.004739935,0.0002520146,0.0002501156,0.00035506220860085914
0.0098855,0.004793555,0.000256908,0.0002548383,0.0003618622384428776
0.01,0.004847768,0.0002618933,0.000259649,0.0003687895114911621
0.010116,0.004902581,0.0002669719,0.0002645492,0.00037584607834890337
0.010233,0.004958,0.0002721452,0.0002695406,0.00038303413024350715
0.010351,0.005014031,0.0002774149,0.0002746249,0.0003903560713528355
0.010471,0.005070681,0.0002827824,0.0002798037,0.0003978140222308032
0.010593,0.005127956,0.0002882493,0.0002850787,0.00040541031578412014
0.010715,0.005185863,0.0002938172,0.0002904518,0.00041314742542956744
0.010839,0.005244408,0.0002994875,0.0002959246,0.0004210274712431601
0.010965,0.005303599,0.0003052619,0.000301499,0.000429052997417114
0.011092,0.005363442,0.000311142,0.0003071767,0.00043722633633724536
0.01122,0.005423944,0.0003171293,0.0003129597,0.0004455499598727173
0.01135,0.005485111,0.0003232256,0.0003188499,0.0004540264829559725
0.011482,0.005546952,0.0003294325,0.0003248491,0.0004626583078547926
0.011614,0.005609472,0.0003357516,0.0003309593,0.0004714479771502366
0.011749,0.00567268,0.0003421846,0.0003371824,0.00048039803428711074
0.011885,0.005736581,0.0003487331,0.0003435204,0.0004895110215835493
0.012023,0.005801184,0.0003553989,0.0003499754,0.0004987896938854792
0.012162,0.005866496,0.0003621837,0.0003565495,0.0005082367346974636
0.012303,0.005932523,0.0003690891,0.0003632445,0.0005178545457163237
0.012445,0.005999275,0.000376117,0.0003700628,0.0005276461632882779
0.012589,0.006066757,0.000383269,0.0003770063,0.0005376140591546039
0.012735,0.006134979,0.000390547,0.0003840773,0.0005477611994147541
0.012882,0.006203946,0.0003979526,0.0003912779,0.0005580901960034507
0.013032,0.006273668,0.0004054876,0.0003986103,0.0005686038735533288
0.013183,0.006344152,0.0004131539,0.0004060767,0.0005793051280353904
0.013335,0.006415405,0.0004209532,0.0004136795,0.0005901968530164236
0.01349,0.006487437,0.0004288874,0.0004214207,0.0006012818043706711
0.013646,0.006560254,0.0004369581,0.0004293028,0.0006125628745226485
0.013804,0.006633865,0.0004451673,0.0004373281,0.0006240431011067264
0.013964,0.006708279,0.0004535168,0.0004454988,0.0006357253091419909
0.014125,0.006783502,0.0004620084,0.0004538174,0.0006476125340149926
0.014289,0.006859545,0.0004706439,0.0004622862,0.000659707671107173
0.014454,0.006936414,0.0004794252,0.0004709075,0.0006720136873243655
0.014622,0.007014119,0.0004883541,0.0004796839,0.0006845336886567527
0.014791,0.007092669,0.0004974325,0.0004886176,0.0006972705723648532
0.014962,0.007172071,0.0005066623,0.0004977112,0.0007102275162556925
0.015136,0.007252335,0.0005160451,0.0005069671,0.0007234073442510934
0.015311,0.007333469,0.0005255831,0.0005163877,0.0007368133085910568
0.015488,0.007415482,0.0005352779,0.0005259756,0.0007504483739896903
0.015668,0.007498384,0.0005451315,0.0005357331,0.0007643155805868803
0.015849,0.007582183,0.0005551456,0.0005456629,0.0007784180352713894
0.016032,0.007666888,0.0005653223,0.0005557673,0.0007927588502354169
0.016218,0.007752509,0.0005756632,0.0005660489,0.0008073409917906126
0.016406,0.007839055,0.0005861703,0.0005765101,0.0008221675717298147
0.016596,0.007926534,0.0005968455,0.0005871536,0.0008372418413237658
0.016788,0.008014958,0.0006076904,0.0005979817,0.0008525665579806951
0.016982,0.008104335,0.000618707,0.000608997,0.0008681449751383694
0.017179,0.008194675,0.0006298972,0.0006202019,0.0008839801351452701
0.017378,0.008285987,0.0006412626,0.000631599,0.0009000750074075826
0.017579,0.008378281,0.0006528052,0.0006431907,0.0009164327065930865
0.017783,0.008471568,0.0006645266,0.0006549794,0.0009330560629093624
0.017989,0.008565857,0.0006764288,0.0006669677,0.0009499483324437861
0.018197,0.008661158,0.0006885134,0.000679158,0.0009671123465986566
0.018408,0.008757482,0.0007007823,0.0006915526,0.000984551080726668
0.018621,0.008854838,0.0007132371,0.000704154,0.0010022674376295032
0.018836,0.008953237,0.0007258796,0.0007169646,0.0010202643928655553
0.019055,0.00905269,0.0007387114,0.0007299866,0.0010385446397095889
0.019275,0.009153206,0.0007517343,0.0007432224,0.0010571111548263266
0.019498,0.009254797,0.00076495,0.0007566743,0.0010759667740132546
0.019724,0.009357473,0.00077836,0.0007703445,0.001095114121121744
0.019953,0.009461245,0.000791966,0.0007842352,0.001114555962738094
0.020184,0.009566123,0.0008057695,0.0007983486,0.0011342949238413306
0.020417,0.009672119,0.0008197722,0.0008126868,0.001154333701659568
0.020654,0.009779244,0.0008339755,0.0008272518,0.0011746747103787882
0.020893,0.009887509,0.000848381,0.0008420457,0.0011953205771045232
0.021135,0.009996925,0.0008629901,0.0008570705,0.001216273717001342
0.02138,0.0101075,0.0008778043,0.000872328,0.0012375364756977833
0.021627,0.01021926,0.000892825,0.0008878201,0.0012591111986592011
0.021878,0.01033219,0.0009080535,0.0009035485,0.0012810000197948867
0.022131,0.01044633,0.0009234911,0.000919515,0.0013032051438680748
0.022387,0.01056167,0.0009391392,0.0009357212,0.0013257287056958826
0.022646,0.01067824,0.0009549989,0.0009521686,0.0013485725571237056
0.022909,0.01079603,0.0009710715,0.0009688588,0.001371738762465248
0.023174,0.01091507,0.0009873582,0.000985793,0.0013952290327957774
0.023442,0.01103537,0.00100386,0.001002973,0.0014190453616178026
0.023714,0.01115694,0.001020578,0.001020399,0.0014431886824961592
0.023988,0.01127979,0.001037513,0.001038073,0.0014676609889541932
0.024266,0.01140393,0.001054666,0.001055995,0.0014924630017461068
0.024547,0.01152938,0.001072039,0.001074168,0.001517598270210203
0.024831,0.01165614,0.001089631,0.00109259,0.0015430646857021257
0.025119,0.01178424,0.001107444,0.001111264,0.0015688657975849942
0.02541,0.01191368,0.001125478,0.001130189,0.001595000910408831
0.025704,0.01204448,0.001143734,0.001149366,0.0016214714504770042
0.026002,0.01217665,0.001162213,0.001168796,0.0016482788438201227
0.026303,0.0123102,0.001180914,0.001188478,0.0016754216877789305
0.026607,0.01244515,0.00119984,0.001208413,0.0017029028170065961
0.026915,0.01258151,0.001218989,0.0012286,0.0017307201224117665
0.027227,0.01271929,0.001238362,0.00124904,0.00175887502814839
0.027542,0.01285851,0.00125796,0.001269731,0.001787366826916344
0.027861,0.01299918,0.001277782,0.001290674,0.0018161955329203956
0.028184,0.01314132,0.001297829,0.001311867,0.0018453604360476573
0.02851,0.01328493,0.0013181,0.00133331,0.001874860839129134
0.02884,0.01343004,0.001338596,0.001355002,0.001904696739961509
0.029174,0.01357665,0.001359316,0.001376941,0.001934866017412317
0.029512,0.01372478,0.001380261,0.001399127,0.001965369377559852
0.029854,0.01387445,0.001401428,0.001421557,0.001996202580760029
0.0302,0.01402566,0.001422819,0.001444231,0.0020273670334012045
0.030549,0.01417844,0.001444432,0.001467145,0.002058858483152497
0.030903,0.0143328,0.001466267,0.001490299,0.002090676929774182
0.031261,0.01448875,0.001488323,0.00151369,0.002122819532703852
0.031623,0.01464631,0.001510599,0.001537315,0.0021552834495782683
0.031989,0.0148055,0.001533095,0.001561172,0.002188067250476776
0.032359,0.01496632,0.001555808,0.001585258,0.0022211666887984793
0.032734,0.01512879,0.001578739,0.00160957,0.002254580319044101
0.033113,0.01529294,0.001601884,0.001634105,0.002288303192429054
0.033497,0.01545877,0.001625244,0.001658859,0.002322333146087572
0.033884,0.0156263,0.001648817,0.001683829,0.0023566666291034884
0.034277,0.01579554,0.0016726,0.001709011,0.00239129867605889
0.034674,0.01596652,0.001696593,0.001734401,0.002426226419040482
0.035075,0.01613924,0.001720792,0.001759995,0.002461444191382165
0.035481,0.01631373,0.001745197,0.001785789,0.0024969491226955348
0.035892,0.01648999,0.001769804,0.001811777,0.00253273411477498
0.036308,0.01666805,0.001794613,0.001837955,0.002568796294335929
0.036728,0.01684793,0.001819619,0.001864318,0.00260512857845539
0.037154,0.01702963,0.001844821,0.001890861,0.0026417266783984295
0.037584,0.01721318,0.001870216,0.001917579,0.002678584907725906
0.038019,0.01739859,0.001895801,0.001944464,0.002715695431910029
0.038459,0.01758588,0.001921573,0.001971513,0.002753053995746905
0.038905,0.01777506,0.001947529,0.001998719,0.0027906534802447256
0.039355,0.01796616,0.001973666,0.002026075,0.0028284867659547214
0.039811,0.01815919,0.00199998,0.002053575,0.0028665467519342854
0.040272,0.01835417,0.002026468,0.002081212,0.002904826319071073
0.040738,0.01855111,0.002053126,0.002108981,0.0029433190839997284
0.04121,0.01875004,0.002079951,0.002136872,0.002982015779097254
0.041687,0.01895096,0.002106937,0.002164881,0.0030209093442422267
0.04217,0.0191539,0.002134082,0.002192998,0.0030599912108906454
0.042658,0.01935889,0.00216138,0.002221217,0.003099252888276302
0.043152,0.01956592,0.002188828,0.00224953,0.0031386865460705056
0.043652,0.01977503,0.002216421,0.002277929,0.003178282960700951
0.044157,0.01998623,0.002244154,0.002306405,0.0032180321937079807
0.044668,0.02019954,0.002272021,0.002334952,0.003257925761392515
0.045186,0.02041497,0.002300019,0.002363559,0.0032979536908273894
0.045709,0.02063256,0.002328142,0.00239222,0.003338107502847085
0.046238,0.02085231,0.002356384,0.002420924,0.0033783751374339708
0.046774,0.02107424,0.002384741,0.002449664,0.003418748798899533
0.047315,0.02129838,0.002413205,0.00247843,0.003459215754607538
0.047863,0.02152474,0.002441772,0.002507214,0.0034997674982461336
0.048417,0.02175335,0.002470436,0.002536006,0.0035403926988587012
0.048978,0.02198422,0.00249919,0.002564797,0.0035810800475986294
0.049545,0.02221737,0.002528027,0.002593578,0.003621818238787391
0.050119,0.02245282,0.002556943,0.002622339,0.0036625973483540336
0.050699,0.02269059,0.002585929,0.002651071,0.00370340468219205
0.051286,0.0229307,0.00261498,0.002679764,0.003744229626518117
0.05188,0.02317318,0.002644088,0.002708409,0.00378506019278756
0.052481,0.02341804,0.002673246,0.002736995,0.003825883663487561
0.053088,0.0236653,0.002702447,0.002765514,0.0038666894718874184
0.053703,0.02391498,0.002731684,0.002793955,0.0039074649093601595
0.054325,0.02416711,0.002760949,0.002822309,0.003948198003150551
0.054954,0.0244217,0.002790234,0.002850565,0.003988875354530522
